iter	RMSE
374	3.043276608
375	3.041285286
376	3.039672679
377	3.038182775
378	3.035778444
379	3.033454435
380	3.031407044
381	3.030977871
382	3.030856107
383	3.02815426
384	3.02616351
385	3.024533002
386	3.022749408
387	3.020731654
388	3.018768458
389	3.016450865
390	3.016302905
391	3.014595155
392	3.012251129
393	3.011334964
394	3.009212526
395	3.006911056
396	3.005388885
397	3.003787624
398	3.002765452
399	3.000417828
400	3.000303248
401	2.998146775
402	2.99677238
403	2.994873536
404	2.993266928
405	2.989804051
406	2.987188088
407	2.985820807
408	2.983550188
409	2.983442792
410	2.981197343
411	2.98108571
412	2.980389035
413	2.977454244
414	2.975541094
415	2.974351816
416	2.972259278
417	2.969210343
418	2.967150619
419	2.967019463
420	2.965177436
421	2.962824672
422	2.960205611
423	2.957927032
424	2.956452651
425	2.95268191
426	2.951056239
427	2.94916982
428	2.94653089
429	2.944882122
430	2.942390708
431	2.94219553
432	2.939909163
433	2.936636761
434	2.93444787
435	2.932262034
436	2.930944818
437	2.929931371
438	2.929849963
439	2.928626532
440	2.927119819
441	2.926553385
442	2.925039657
443	2.923348411
444	2.921453443
445	2.919587711
446	2.917874834
447	2.915966342
448	2.913236448
449	2.911627098
450	2.911532687
451	2.911338108
452	2.90982592
453	2.908504053
454	2.907356938
455	2.905567901
456	2.903544056
457	2.901061034
458	2.899480326
459	2.899391731
460	2.899222293
461	2.896483851
462	2.893651876
463	2.891710132
464	2.889707827
465	2.887956324
466	2.886325298
467	2.8849295
468	2.882980908
469	2.882889096
470	2.881364046
471	2.879557504
472	2.878800072
473	2.877874062
474	2.875891356
475	2.872537727
476	2.870560086
477	2.869148778
478	2.86778957
479	2.866542954
480	2.864502043
481	2.86235405
482	2.860824411
483	2.860005322
484	2.859920636
485	2.858424132
486	2.856433731
487	2.854190776
488	2.852865073
489	2.851296308
490	2.851067603
491	2.85098255
492	2.849706053
493	2.84848408
494	2.847209758
495	2.845563099
496	2.843582087
497	2.841972117
498	2.84123334
499	2.841146347
500	2.839524638
501	2.83759724
502	2.835468488
503	2.835053786
504	2.8330618
505	2.832847066
506	2.830840126
507	2.828388588
508	2.826995006
509	2.824606081
510	2.822862006
511	2.822692359
512	2.821174125
513	2.818424714
514	2.815470222
515	2.813787349
516	2.812981262
517	2.810992691
518	2.809445259
519	2.80763792
520	2.805767425
521	2.804002574
522	2.80229279
523	2.801078193
524	2.799154996
525	2.798185749
526	2.798107974
527	2.796244202
528	2.794248143
529	2.792498584
530	2.79084869
531	2.789281057
532	2.78838399
533	2.78678181
534	2.785208174
535	2.785150518
536	2.78310457
537	2.781096669
538	2.779199693
539	2.77752882
540	2.777465217
541	2.775612689
542	2.773994075
543	2.772663238
544	2.771616196
545	2.770296555
546	2.769161388
547	2.768101785
548	2.766495576
549	2.764589282
550	2.763515096
551	2.761059677
552	2.758868089
553	2.757939957
554	2.755888421
555	2.754941936
556	2.752601612
557	2.751223669
558	2.749876455
559	2.748507433
560	2.747256636
561	2.745262535
562	2.743993555
563	2.741983955
564	2.741346088
565	2.741242619
566	2.73915213
567	2.737563455
568	2.735858488
569	2.734796014
570	2.733611622
571	2.731693773
572	2.730077065
573	2.728198639
574	2.725973621
575	2.724729924
576	2.723162682
577	2.72281665
578	2.721387389
579	2.72085005
580	2.719673341
581	2.718276186
582	2.716974652
583	2.715139886
584	2.713945267
585	2.710995984
586	2.708380412
587	2.707121385
588	2.706206146
589	2.704647812
590	2.704234788
591	2.703137476
592	2.701812204
593	2.70070708
594	2.699038286
595	2.696587641
596	2.694537581
597	2.693994276
598	2.692572219
599	2.690129999
600	2.689095283
601	2.68828036
602	2.686833974
603	2.686576326
604	2.685476062
605	2.683865687
606	2.68230102
607	2.680703222
608	2.680397873
609	2.677575303
610	2.676283036
611	2.67433199
612	2.672737824
613	2.671261818
614	2.669252918
615	2.667470173
616	2.666254182
617	2.664783052
618	2.663551825
619	2.662035414
620	2.660427414
621	2.657951462
622	2.656688416
623	2.656018864
624	2.655034363
625	2.652128907
626	2.6507809
627	2.649266299
628	2.64860165
629	2.6475314
630	2.645851381
631	2.644374828
632	2.643482683
633	2.642989304
634	2.64146033
635	2.639419266
636	2.638549969
637	2.637852092
638	2.636307341
639	2.634479362
640	2.632653023
641	2.631644424
642	2.630127182
643	2.628720381
644	2.628551694
645	2.627369473
646	2.625853967
647	2.625181316
648	2.6239422
649	2.622324518
650	2.621147804
651	2.621093776
652	2.618832379
653	2.617522477
654	2.616336275
655	2.615965319
656	2.614783628
657	2.614738587
658	2.614681878
659	2.613120856
660	2.612099799
661	2.610756038
662	2.608935434
663	2.607046046
664	2.605743812
665	2.605567294
666	2.604499237
667	2.604457595
668	2.603468207
669	2.602490218
670	2.601082829
671	2.600746159
672	2.599332927
673	2.597538214
674	2.59669173
675	2.594980972
676	2.59493395
677	2.594253179
678	2.592583696
679	2.590272695
680	2.589558618
681	2.588768661
682	2.587833436
683	2.586361634
684	2.585389609
685	2.584219067
686	2.584101462
687	2.582360668
688	2.581649783
689	2.579912386
690	2.578824183
691	2.57723241
692	2.57620885
693	2.573866184
694	2.573068884
695	2.571768608
696	2.57045997
697	2.569430896
698	2.569145192
699	2.568170643
700	2.565927726
701	2.565217284
702	2.564759057
703	2.56371954
704	2.561917295
705	2.560027118
706	2.559242534
707	2.558575534
708	2.557110774
709	2.555469177
710	2.553708569
711	2.553547802
712	2.551764262
713	2.550932946
714	2.548794212
715	2.548090719
716	2.547657948
717	2.546471955
718	2.544877789
719	2.543727517
720	2.542001977
721	2.541003526
722	2.539556427
723	2.537975222
724	2.535560381
725	2.533604542
726	2.532063543
727	2.531072503
728	2.52990903
729	2.528240258
730	2.527059151
731	2.525534295
732	2.523967712
733	2.52245852
734	2.521244051
735	2.520988428
736	2.519474219
737	2.51853248
738	2.516218143
739	2.514016751
740	2.513248548
741	2.512346345
742	2.511045117
743	2.510313794
744	2.50847858
745	2.507343805
746	2.505495985
747	2.505459428
748	2.503614415
749	2.501773352
750	2.50042711
751	2.499658754
752	2.499134208
753	2.499049755
754	2.497626973
755	2.497005812
756	2.4961802
757	2.495131836
758	2.494368339
759	2.492863834
760	2.491611734
761	2.49152878
762	2.490393238
763	2.489493478
764	2.48945789
765	2.488249743
766	2.487462872
767	2.486834741
768	2.485031485
769	2.483511247
770	2.482057375
771	2.481950949
772	2.481454371
773	2.479609103
774	2.478475335
775	2.478440985
776	2.476823462
777	2.475254326
778	2.47385915
779	2.473700144
780	2.472866477
781	2.471150292
782	2.470193311
783	2.468784382
784	2.468019997
785	2.466438907
786	2.464639393
787	2.464545065
788	2.463615293
789	2.462872363
790	2.461108387
791	2.460033883
792	2.458885855
793	2.458281545
794	2.456822885
795	2.455806979
796	2.455067236
797	2.453653398
798	2.452099681
799	2.450964782
800	2.449912283
801	2.449852034
802	2.449178193
803	2.447162394
804	2.445732896
805	2.444829993
806	2.44424043
807	2.442395809
808	2.441069813
809	2.439025821
810	2.437964375
811	2.437331374
812	2.436429453
813	2.43486256
814	2.433955671
815	2.432836984
816	2.432352547
817	2.430885998
818	2.429033376
819	2.427571876
820	2.42679736
821	2.425314145
822	2.42449852
823	2.422857159
824	2.42120106
825	2.419916461
826	2.418757067
827	2.416625056
828	2.41502507
829	2.41492993
830	2.413767192
831	2.412058931
832	2.411356158
833	2.410696277
834	2.40915937
835	2.407984773
836	2.406925773
837	2.406006389
838	2.405967773
839	2.404717752
840	2.404668689
841	2.404554713
842	2.403906077
843	2.403264391
844	2.402342106
845	2.401876322
846	2.401276372
847	2.399743757
848	2.398873339
849	2.397560479
850	2.395965532
851	2.395334695
852	2.394705111
853	2.393857464
854	2.392819913
855	2.391121724
856	2.390016688
857	2.388806618
858	2.388769143
859	2.386882602
860	2.38510386
861	2.383905716
862	2.382421128
863	2.380745329
864	2.379924553
865	2.378885184
866	2.377806804
867	2.376188078
868	2.374989285
869	2.374296276
870	2.373544081
871	2.372902443
872	2.372360325
873	2.371262572
874	2.370069862
875	2.368699334
876	2.367387546
877	2.3659537
878	2.364671029
879	2.363843463
880	2.363788543
881	2.362546463
882	2.362498203
883	2.362465065
884	2.362365211
885	2.361206397
886	2.359897019
887	2.358161183
888	2.357117357
889	2.355997135
890	2.35477726
891	2.353817778
892	2.353371913
893	2.352423702
894	2.352393949
895	2.351305041
896	2.350054769
897	2.348758192
898	2.348499835
899	2.346844244
900	2.345280299
901	2.344679547
902	2.343626345
903	2.342502414
904	2.341419493
905	2.340903466
906	2.340687588
907	2.340056655
908	2.338742336
909	2.337315624
910	2.336126489
911	2.335465918
912	2.334599255
913	2.333842943
914	2.332567283
915	2.332538452
916	2.331840438
917	2.329822901
918	2.328763688
919	2.32779093
920	2.326586155
921	2.32536071
922	2.324471994
923	2.323795852
924	2.322660783
925	2.322386478
926	2.321481854
927	2.320364299
928	2.319226337
929	2.318217103
930	2.317511837
931	2.31688253
932	2.315159511
933	2.314438255
934	2.313790019
935	2.312930506
936	2.311429945
937	2.310235372
938	2.30935403
939	2.308544417
940	2.308505508
941	2.307247686
942	2.305975157
943	2.305041349
944	2.30389816
945	2.302920966
946	2.302333835
947	2.301274049
948	2.300429834
949	2.300354906
950	2.29967208
951	2.298693772
952	2.297908279
953	2.296784709
954	2.295856403
955	2.29504163
956	2.294457196
957	2.292998748
958	2.292143109
959	2.290689625
960	2.290635935
961	2.289697735
962	2.288606172
963	2.2879673
964	2.287214229
965	2.28572076
966	2.284626367
967	2.284598753
968	2.283824376
969	2.282696566
970	2.281637918
971	2.280348374
972	2.280118514
973	2.278682398
974	2.277564427
975	2.276291836
976	2.275191739
977	2.274572755
978	2.273378038
979	2.272321975
980	2.270599523
981	2.269651438
982	2.268835271
983	2.267689945
984	2.266799856
985	2.265726669
986	2.265264228
987	2.264487774
988	2.263448273
989	2.262661692
990	2.261736129
991	2.260894163
992	2.259925675
993	2.259207344
994	2.258565867
995	2.257196205
996	2.256598627
997	2.256047355
998	2.256021096
999	2.255922562
