iter	Passed	Remaining
209	78952	297011
210	79388	296859
211	79785	296560
212	80145	296125
213	80475	295579
214	80834	295139
215	81217	294788
216	81602	294445
217	82001	294153
218	82369	293746
219	82701	293212
220	83039	292703
221	83363	292146
222	83678	291562
223	83998	290995
224	84369	290607
225	84707	290103
226	85092	289765
227	85507	289525
228	85900	289210
229	86348	289078
230	86723	288702
231	87083	288277
232	87442	287848
233	87832	287520
234	88186	287074
235	88573	286737
236	88931	286307
237	89292	285886
238	89589	285261
239	89950	284842
240	90303	284400
241	90636	283895
242	90956	283349
243	91283	282830
244	91639	282399
245	92026	282064
246	92417	281742
247	92851	281549
248	93261	281282
249	93635	280906
250	94045	280639
251	94434	280304
252	94798	279897
253	95175	279532
254	95548	279150
255	95885	278665
256	96228	278200
257	96561	277707
258	96924	277302
259	97257	276809
260	97586	276307
261	97914	275804
262	98249	275323
263	98632	274976
264	99028	274663
265	99429	274365
266	99841	274096
267	100247	273811
268	100634	273471
269	101005	273088
270	101371	272691
271	101757	272352
272	102127	271965
273	102472	271514
274	102771	270942
275	103088	270421
276	103420	269938
277	103749	269449
278	104092	268998
279	104412	268488
280	104744	268012
281	105057	267486
282	105398	267035
283	105782	266691
284	106183	266388
285	106552	266008
286	107019	265871
287	107401	265520
288	107795	265200
289	108205	264917
290	108593	264579
291	108959	264189
292	109330	263810
293	109682	263387
294	110030	262955
295	110365	262491
296	110690	262004
297	111011	261511
298	111306	260956
299	111608	260420
300	111923	259915
301	112264	259472
302	112593	259002
303	112979	258663
304	113347	258283
305	113752	257988
306	114152	257679
307	114561	257391
308	114971	257105
309	115353	256755
310	115705	256337
311	116129	256079
312	116482	255666
313	116857	255300
314	117154	254764
315	117446	254219
316	117773	253752
317	118113	253313
318	118435	252836
319	118741	252325
320	119060	251845
321	119435	251482
322	119819	251138
323	120202	250793
324	120619	250518
325	120994	250153
326	121386	249825
327	121791	249523
328	122189	249206
329	122563	248841
330	122983	248568
331	123305	248096
332	123626	247625
333	123950	247159
334	124269	246684
335	124613	246259
336	124993	245906
337	125343	245495
338	125668	245034
339	126024	244636
340	126414	244301
341	126803	243967
342	127206	243657
343	127635	243398
344	128028	243067
345	128447	242788
346	128891	242553
347	129272	242199
348	129677	241891
349	130033	241491
350	130374	241062
351	130683	240576
352	131039	240176
353	131356	239707
354	131720	239323
355	132056	238887
356	132365	238405
357	132715	237997
358	133090	237635
359	133470	237280
360	133850	236926
361	134267	236636
362	134690	236357
363	135089	236036
364	135502	235737
365	135880	235378
366	136260	235021
367	136696	234760
368	137023	234313
369	137341	233852
370	137679	233424
371	137996	232961
372	138325	232519
373	138656	232083
374	138998	231663
375	139346	231255
376	139738	230920
377	140107	230546
378	140488	230192
379	140859	229822
380	141268	229515
381	141609	229096
382	141970	228708
383	142373	228390
384	142782	228080
385	143172	227740
386	143629	227505
387	144030	227182
388	144429	226853
389	144820	226513
390	145157	226089
391	145524	225711
392	145924	225385
393	146347	225093
394	146797	224841
395	147250	224593
396	147698	224338
397	148171	224118
398	148637	223887
399	149118	223677
400	149623	223502
401	150132	223331
402	150568	223050
403	150989	222746
404	151387	222408
405	151754	222025
406	152115	221633
407	152501	221276
408	152830	220838
409	153131	220359
410	153463	219926
411	153779	219471
412	154139	219079
413	154535	218738
414	154899	218352
415	155270	217975
416	155640	217598
417	156032	217250
418	156430	216911
419	156805	216540
420	157216	216219
421	157592	215848
422	157961	215470
423	158354	215123
424	158675	214678
425	159027	214275
426	159353	213839
427	159676	213400
428	160019	212985
429	160346	212551
430	160728	212191
431	161075	211784
432	161449	211413
433	161852	211079
434	162200	210674
435	162581	210311
436	162964	209952
437	163326	209565
438	163707	209202
439	164100	208855
440	164466	208473
441	164824	208081
442	165194	207704
443	165539	207297
444	165866	206867
445	166197	206443
446	166527	206017
447	166856	205590
448	167212	205197
449	167573	204811
450	167908	204394
451	168255	203990
452	168621	203611
453	168974	203216
454	169330	202824
455	169709	202460
456	170084	202091
457	170502	201774
458	170893	201422
459	171229	201008
460	171572	200601
461	171927	200210
462	172269	199802
463	172593	199375
464	172918	198949
465	173240	198520
466	173555	198084
467	173913	197697
468	174275	197313
469	174631	196925
470	174992	196541
471	175349	196153
472	175686	195743
473	176036	195348
474	176436	195009
475	176828	194659
476	177289	194386
477	177661	194014
478	178035	193646
479	178412	193279
480	178797	192923
481	179134	192513
482	179446	192077
483	179760	191645
484	180056	191193
485	180375	190766
486	180731	190380
487	181107	190014
488	181474	189639
489	181844	189266
490	182198	188878
491	182505	188440
492	182873	188066
493	183248	187700
494	183620	187330
495	184030	186998
496	184422	186648
497	184794	186278
498	185157	185900
499	185485	185485
500	185801	185059
501	186132	184649
502	186453	184229
503	186753	183789
504	187077	183372
505	187382	182938
506	187756	182571
507	188145	182220
508	188528	181861
509	188905	181497
510	189249	181102
511	189610	180722
512	190081	180447
513	190481	180104
514	190908	179787
515	191297	179433
516	191653	179049
517	192054	178706
518	192403	178316
519	192733	177907
520	193096	177530
521	193417	177113
522	193765	176722
523	194114	176332
524	194496	175973
525	194940	175668
526	195334	175318
527	195796	175030
528	196240	174724
529	196653	174390
530	197045	174038
531	197449	173695
532	197831	173334
533	198225	172983
534	198594	172609
535	198945	172221
536	199295	171831
537	199616	171417
538	199940	171006
539	200258	170590
540	200558	170159
541	200890	169756
542	201252	169378
543	201613	168999
544	201973	168620
545	202355	168258
546	202713	167877
547	203052	167481
548	203448	167131
549	203847	166784
550	204213	166409
551	204647	166090
552	205035	165733
553	205392	165351
554	205789	165002
555	206114	164594
556	206443	164190
557	206767	163783
558	207100	163383
559	207446	162993
560	207827	162631
561	208241	162294
562	208681	161978
563	209115	161656
564	209564	161346
565	209948	160985
566	210415	160687
567	210827	160347
568	211266	160027
569	211699	159703
570	212111	159362
571	212486	158993
572	212864	158626
573	213229	158250
574	213573	157858
575	213889	157446
576	214221	157046
577	214522	156623
578	214858	156226
579	215218	155847
580	215598	155483
581	215961	155106
582	216343	154743
583	216711	154369
584	217036	153966
585	217442	153619
586	217847	153272
587	218244	152919
588	218669	152586
589	219067	152233
590	219411	151842
591	219798	151482
592	220124	151080
593	220441	150672
594	220779	150278
595	221120	149887
596	221459	149494
597	221792	149098
598	222144	148714
599	222553	148368
600	222911	147989
601	223294	147626
602	223623	147228
603	223951	146829
604	224307	146448
605	224663	146068
606	225052	145709
607	225487	145379
608	225861	145011
609	226232	144640
610	226594	144264
611	226950	143883
612	227284	143489
613	227605	143087
614	227940	142694
615	228263	142294
616	228627	141919
617	228997	141548
618	229369	141179
619	229750	140814
620	230097	140429
621	230434	140039
622	230745	139632
623	231097	139251
624	231459	138875
625	231879	138534
626	232262	138171
627	232692	137837
628	233035	137450
629	233418	137087
630	233783	136713
631	234104	136314
632	234419	135911
633	234722	135502
634	235083	135126
635	235475	134768
636	235844	134398
637	236197	134018
638	236590	133660
639	236917	133266
640	237295	132900
641	237609	132498
642	237976	132126
643	238352	131760
644	238690	131372
645	239080	131012
646	239495	130667
647	239869	130299
648	240244	129932
649	240623	129566
650	240959	129178
651	241254	128767
652	241607	128388
653	241972	128015
654	242343	127646
655	242703	127271
656	243110	126920
657	243423	126521
658	243718	126112
659	244042	125719
660	244363	125323
661	244691	124933
662	245105	124586
663	245487	124222
664	245875	123861
665	246248	123493
666	246630	123130
667	246966	122743
668	247328	122370
669	247675	121989
670	247991	121593
671	248331	121209
672	248709	120843
673	249090	120480
674	249488	120123
675	249897	119773
676	250211	119377
677	250538	118987
678	250880	118604
679	251227	118224
680	251564	117840
681	251910	117459
682	252281	117090
683	252673	116731
684	253065	116373
685	253475	116022
686	253814	115638
687	254195	115274
688	254523	114886
689	254896	114518
690	255300	114164
691	255771	113840
692	256187	113491
693	256630	113153
694	257068	112814
695	257464	112455
696	257869	112101
697	258252	111736
698	258648	111378
699	259070	111030
700	259652	110750
701	260226	110466
702	260788	110176
703	261284	109858
704	261718	109513
705	262169	109175
706	262591	108825
707	263000	108469
708	263430	108121
709	263860	107774
710	264202	107390
711	264515	106995
712	264850	106608
713	265190	106224
714	265529	105840
715	265853	105450
716	266169	105056
717	266520	104678
718	266882	104303
719	267261	103935
720	267678	103581
721	268113	103234
722	268512	102874
723	268873	102498
724	269290	102144
725	269725	101797
726	270108	101430
727	270556	101086
728	270910	100708
729	271247	100324
730	271571	99935
731	271902	99548
732	272227	99160
733	272557	98774
734	272875	98383
735	273189	97991
736	273556	97619
737	273922	97246
738	274333	96889
739	274770	96540
740	275185	96184
741	275554	95812
742	275972	95457
743	276335	95083
744	276743	94724
745	277116	94353
746	277485	93981
747	277798	93589
748	278128	93204
749	278463	92821
750	278806	92440
751	279133	92054
752	279451	91665
753	279753	91272
754	280086	90888
755	280418	90505
756	280767	90127
757	281149	89760
758	281525	89390
759	281947	89036
760	282316	88664
761	282659	88284
762	283071	87926
763	283454	87559
764	283824	87187
765	284208	86820
766	284540	86438
767	284850	86048
768	285194	85669
769	285529	85288
770	285860	84905
771	286169	84516
772	286477	84127
773	286798	83742
774	287119	83357
775	287456	82977
776	287831	82607
777	288222	82243
778	288613	81878
779	289001	81513
780	289370	81142
781	289794	80786
782	290187	80422
783	290580	80058
784	290950	79687
785	291300	79310
786	291635	78930
787	291931	78539
788	292247	78154
789	292567	77771
790	292898	77390
791	293230	77009
792	293587	76636
793	293949	76263
794	294312	75892
795	294688	75523
796	295049	75150
797	295460	74790
798	295875	74431
799	296266	74066
800	296682	73707
801	297093	73347
802	297486	72982
803	297879	72617
804	298212	72237
805	298534	71855
806	298849	71472
807	299179	71092
808	299502	70710
809	299849	70334
810	300158	69950
811	300465	69565
812	300782	69183
813	301168	68817
814	301529	68445
815	301914	68078
816	302300	67712
817	302699	67348
818	303100	66985
819	303532	66629
820	303929	66264
821	304340	65903
822	304701	65531
823	305043	65154
824	305379	64777
825	305696	64396
826	306024	64017
827	306361	63640
828	306692	63262
829	306990	62877
830	307322	62500
831	307663	62124
832	308015	61750
833	308388	61381
834	308769	61014
835	309171	60650
836	309530	60278
837	309922	59913
838	310425	59569
839	310865	59212
840	311235	58842
841	311568	58465
842	311936	58094
843	312253	57715
844	312600	57340
845	312908	56959
846	313222	56579
847	313571	56206
848	313891	55827
849	314227	55451
850	314601	55082
851	314960	54711
852	315314	54339
853	315692	53970
854	316060	53600
855	316423	53230
856	316792	52860
857	317180	52493
858	317536	52121
859	317975	51763
860	318407	51403
861	318798	51037
862	319151	50664
863	319486	50289
864	319810	49912
865	320129	49535
866	320469	49160
867	320803	48785
868	321136	48410
869	321499	48040
870	321880	47672
871	322241	47301
872	322602	46930
873	322941	46556
874	323317	46188
875	323696	45820
876	324086	45453
877	324483	45087
878	324906	44725
879	325299	44359
880	325650	43986
881	326000	43614
882	326305	43236
883	326608	42858
884	326914	42480
885	327240	42105
886	327584	41732
887	327939	41361
888	328302	40991
889	328678	40623
890	329070	40256
891	329440	39887
892	329799	39516
893	330150	39145
894	330490	38772
895	330890	38406
896	331294	38041
897	331690	37675
898	332074	37307
899	332474	36941
900	332864	36574
901	333189	36200
902	333531	35827
903	333929	35461
904	334280	35090
905	334667	34722
906	335028	34352
907	335388	33982
908	335767	33613
909	336173	33247
910	336521	32876
911	336837	32501
912	337146	32126
913	337496	31755
914	337850	31385
915	338216	31015
916	338591	30646
917	339026	30283
918	339418	29916
919	339793	29547
920	340124	29174
921	340447	28801
922	340766	28427
923	341077	28053
924	341414	27682
925	341756	27310
926	342118	26941
927	342490	26572
928	342869	26204
929	343203	25832
930	343563	25462
931	343891	25090
932	344227	24719
933	344581	24349
934	344964	23981
935	345351	23613
936	345773	23248
937	346179	22881
938	346535	22511
939	346891	22141
940	347185	21768
941	347505	21396
942	347833	21024
943	348166	20653
944	348531	20284
945	348920	19917
946	349269	19547
947	349652	19179
948	349988	18808
949	350282	18435
950	350668	18068
951	350983	17696
952	351321	17326
953	351685	16957
954	352088	16590
955	352483	16223
956	352896	15856
957	353305	15489
958	353676	15120
959	354004	14750
960	354307	14378
961	354638	14008
962	354983	13639
963	355342	13270
964	355711	12901
965	356092	12533
966	356455	12164
967	356751	11793
968	357130	11425
969	357545	11058
970	357885	10688
971	358224	10319
972	358584	9950
973	358989	9582
974	359377	9214
975	359806	8847
976	360202	8479
977	360568	8110
978	360900	7741
979	361233	7372
980	361612	7003
981	361988	6635
982	362362	6266
983	362714	5897
984	363078	5529
985	363430	5160
986	363754	4791
987	364080	4422
988	364402	4053
989	364721	3684
990	365052	3315
991	365408	2946
992	365800	2578
993	366191	2210
994	366582	1842
995	366988	1473
996	367352	1105
997	367686	736
998	367983	368
999	368320	0
