,0,1,2
1138,"['03dcb9a92880a8d560fd3f98fdb3b2eaa82049d6', 0.1009742661800656]","['4485f8fc6cc73d5202571a75bdc94df42a1f699c', 0.049632577650703745]","['faad82cc6e33443d557ac4a250ac822b3df7ee75', 0.01388264525641667]"
1139,"['2601af47034b80923c1274cd59902e8535610856', 0.03531805178171724]","['37fbdec5feb6e089ec1ca8eaaba7835e570f9985', 0.031127911576572496]","['c16a545ed7d3581079221516e34ac11fec748f0c', 0.053176940907544046]"
1140,"['309eff6807526ee5ff1d0473480531289902bcbe', 0.04132633125481182]","['6181e37f39bae05f597ac769575d030a0c374846', 0.06654396878958248]","['6512a5a5b71fa921c48ec40253cdaaa883886367', 0.012694411705170485]"
1141,"['1e0828d63fbc468b0d6ef615a22cc0873f535070', 0.03025242578671134]","['5a8daf15a37209155b5e7cd871a8da23c9e36a98', 0.009384274770941139]","['eb4c100f06f7cd5a06b9bff94b26adc9f8931758', 0.017921532051611525]"
1142,"['266beb81af6ec33a7e76b79ba9d6bb4f5f702071', 0.02113447707515687]","['4000c599af99d75bc4145c4ec94fe329deccef18', 0.030701043121393806]","['c3ddb5ee375a58613ffc294e7730de0a6430bf2b', 0.030467827786305877]"
1143,"['0ce368f26c66107a59dd8f0a1c220a26052ad706', 0.08416955004948191]","['21aef85a86497acf6a9a83a024c8f3268318efe1', 0.19754850158976442]","['35750507dd9ed6e4eae6555be4eafbfd81d2147b', 0.22517015029553944]"
1144,"['2cc07e884cbc31cd0de5cd5e79e06c9783cbd538', 0.0159815357235731]","['7b757d9318b906ef85119af6a584beb7f912fd51', 0.008621349098249007]","['83daf54479fbb1934c03dc6cac32e503db3b9f00', 0.020705953567464488]"
1145,"['c1c60015f17550780c1737b4ba4aabcd8fb66e97', 0.010532372527179045]","['eb10a38b1084abc24d1e41adacbf9f50294c17c3', 0.0020350354415784254]","['f1bf08b2789a6494388b5cef08a1281ad40d8655', 0.012132712790913965]"
1146,"['1a76fc98f700fc7395d670f64659458fced664ed', 0.015598513076821552]","['9713ea7580345ab9d59331f8ea45f1e72b482ff3', 0.31933098882501076]","['ba2a18fe3d9f6a5a3a9045785719346e7aeed9ed', 0.009420724002814969]"
1147,"['0f07f748d9afdd3a4a3d0e6f1de80d0df83116bb', 0.03984645135899425]","['68f13972c235c3991fffd7f0c2b75f8c1823386a', 0.01913554246237077]","['e6a4f9700128a5378688c420a72d89574c4965bc', 0.03634161416059201]"
1148,"['67516caca504a105fe2eda7a3d613095309beeea', 0.008394867563313991]","['79358c60c36997499262d629618cd0117ab0b947', 0.0005747909181669196]","['b36d6a1d1248d46cde0787108b71877db99c46d0', 0.004142905473909065]"
1149,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.004062597102918939]","['6af5c454bdb6b42ff3f06104419adb865c0e5c73', 0.007128455627848366]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.016058898123148122]"
1150,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.002512996760486033]","['6af5c454bdb6b42ff3f06104419adb865c0e5c73', 0.013774778040174638]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.015674696582996674]"
1151,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.006505021955441785]","['3cf7aaffa20e10a56756a972c55ca0c84bfcafdc', 0.02189124006278143]","['6af5c454bdb6b42ff3f06104419adb865c0e5c73', 0.014349428871814052]"
1152,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
1153,"['5856ee895dc5ea0a2857a077b5f91f7ca4270d44', 0.033787562072552776]","['71150e703c1fdbe0063761e3b672c7493fc4f5e0', 0.033481447379305716]","['abcf427c9f372b8dd8122392038204455545134d', 0.03828592727492799]"
1154,"['0c7a15e7fc4784d00f13725b6510459d29e938f8', 0.019535117061070126]","['1e0828d63fbc468b0d6ef615a22cc0873f535070', 0.018017878252007548]","['5a8daf15a37209155b5e7cd871a8da23c9e36a98', 0.015216572249020642]"
1155,"['c801198c0c38adbc5fdd9bd2ab931e59be607919', 0.051761575799324416]","['fe9a7c3016702852af7f16735609dd24681590ab', 0.03647023691816648]","['ff93ba8e1c8c56c5f3428b2d773e6ebf0113deb9', 0.08161708282032602]"
1156,"['54c95d944df39e9ab0b28e581ac061424778ae2a', 0.5323158801020166]","['6eb4797ee6fc36dcb86a8ddb103e5a941968c25c', 0.4328989969885584]","['9689a9983ba53fbcb8291daa1b74f0218b2a367c', 0.5291993959942474]"
1157,"['193e0e1828a6d990beb061ee5c0dccb00607065c', 0.0018562029897019909]","['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.00028381079276447056]","['a7776a340c8f400169c4d920ff050540871bae85', 0.00033355138415300196]"
1158,"['52e0ab2e7dd01010d50f4d21be682fb85708a702', 0.02179395571957155]","['c22128ba1ea940e188a172758fe1e323ec0a2afb', 0.01823220990313529]","['dad697f52ef74a6fa35622fc5cb232a8689fc392', 0.0006684276841895654]"
1159,"['2b0e2e494b6459c526d2b71e41ce4ef67a6c7ac2', 0.029108625928122887]","['b0188b5f7ccb3b39fd0a8e864a8a55c51b5ea2f8', 0.06519522799075882]","['e82444a23ab7deacc0ee65fa137e8f5567666551', 0.08311553404217116]"
1160,"['3839399163d673f7b9af86e102d0b16acfced1ea', 0.042398789154703465]","['38d4dbe2debf7c19716049f0300ca7b7123df3fc', 0.016571159030918062]","['766b71ce281672db1bc18e393968e709a8c8668d', 0.03990081797888502]"
1161,"['010a67d879be6386ce2c6a2f90738872505f1ffe', 0.01772778762030321]","['18cd531c8dc2cd2a32940deac68f871943ec6d71', 0.009800923166704088]","['d6e4da942493084f29c9e695cf3db7fb0266901d', 0.020152602911059383]"
1162,"['296a5a31135ba245b122a2748e30c8fee7566c4d', 0.008494585856037438]","['45493f83b0cf486a95f1b0ad38dba10ed773a0a3', 0.004585021942065678]","['48278ef513cfe038fff3cdf007e7a956ebb1c94f', 0.003346991437217081]"
1163,"['1a76fc98f700fc7395d670f64659458fced664ed', 0.04836109107940921]","['b6f94f8dc893a669ef3328814d093ee7942950fa', 0.1590449722440014]","['ba2a18fe3d9f6a5a3a9045785719346e7aeed9ed', 0.07410273139414353]"
1164,"['36f4f4240c83d809d2cc10a67c19d131fba22655', 0.04278469621267197]","['9bf5154cc3ce90bcd248a9d25aa12df1d20a58f4', 0.01368730766878907]","['ddb687867daae65cf9eaaabaa7b521cabb291024', 0.008321439943123598]"
1165,"['296a5a31135ba245b122a2748e30c8fee7566c4d', 0.0888679686802359]","['812d54d0b694338c7e99a214eaf4a06f4dcb0ed9', 0.017392939281125955]","['a742b306099ba8d4a610400ae6cdde49beaadccc', 0.08887122861879604]"
1166,"['14cef764a03ec7517327273db2dfa64eb9bd85f5', 0.05577542826320661]","['21ce7bc027cab867ddb200c8752dc3677ed365de', 0.10258189971114232]","['63fdc98c6ffa8e3210f91767d978c637bd735dc3', 0.15161416458139249]"
1167,"['0dec2725e97c9788cd4aae30c2bb58d973b8b692', 0.07191100908524527]","['3053dafc2fbc8b4b3125a684ad459dc01dcb2f5a', 0.1240312648741189]","['356d9b19a9ae0ad4365b27bd6ad3158d08aaae44', 0.11136772892041087]"
1168,"['3a5ad20a2b79d3acd27820267927557c9cce1031', 0.005062411530976349]","['6f31e3c92dea7bc9dcfc814d61dc00b17790afbd', 0.005580795595461252]","['ca6eebf8f63ac0fc90b488c03671931986039741', 0.010257208557860449]"
1169,"['193e0e1828a6d990beb061ee5c0dccb00607065c', 0.0012097635956744004]","['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0005063950524900416]","['a7776a340c8f400169c4d920ff050540871bae85', 0.002196486730062201]"
1170,"['029745d898849f171d9f42a46d8a6979a40676a7', 0.6692376106657979]","['0e17fc4a4d81da6217b0fba9f01f6e8e114d6c2f', 0.700942281323279]","['2bcc617fe42653eb84da92e97cf4edd7d1cbaa4b', 0.8532746188451439]"
1171,"['266bfb4aa58b9f706719384067d8848b20b3de26', 0.08289501711675062]","['2b0e2e494b6459c526d2b71e41ce4ef67a6c7ac2', 0.07701141906710493]","['610e3a234354f9c40045d784482dab9771814126', 0.048978151289993985]"
1172,"['089f3fe96ff2d50c2b16b9c7d59b2645d73a3a4a', 0.01096807655368875]","['2cc07e884cbc31cd0de5cd5e79e06c9783cbd538', 0.02539255048954648]","['83daf54479fbb1934c03dc6cac32e503db3b9f00', 0.03314906645993941]"
1173,"['323a7e99c4b4d028ebdb8ae357184c1083c80111', 0.009839338471377778]","['507360563acaf8194165a44de483c2c27420a557', 0.0116550568439746]","['561c8b43258703d5296767b5d3733e315f6b8b80', 0.008089139870709687]"
1174,"['08d67010196393dfb5e7838361bbc701db01ee75', 0.04326745324976686]","['32ccb7b88aa01fd9446f54f23fa21372ba058d5f', 0.004225713295027732]","['6b99f40d79115db91d77852c64a1f786fc71d844', 0.04618843597897712]"
1175,"['65608fd3ad101f2d6d5565a724e19d93ac653e6f', 0.06305284031842077]","['79fc26fec23c9038afb8a54e2a16eb2969395ce4', 0.03266154743217835]","['f3080eae73b21782c9e7599ace17ed736ec90a20', 0.04989211590022359]"
1176,"['4e7be714121936d44eb7d0fef0ea1f96f119914c', 0.011642703894197718]","['7a7b72d153e66fa5ad933ed32479d78decd4b23c', 0.000884289880655983]","['84a67437e500c190f6429f3f36a5c30244001a2e', 0.043570556764634796]"
1177,"['19c871e7584bf725ee3023459977759434eea214', 0.03377399371231129]","['4ab8e0e4fd4a7537a724153d0f7c8b8b522c205a', 0.044949799462675535]","['f01af83c7b5f26d9a7887158546fcb41c5edb939', 0.07884555271358845]"
1178,"['3301013abae8f828a9cce6264fa7d5c63f220ff3', 0.018339262404350163]","['42f16ef5ccb58fbb9e05bedf494a588da4fb9ea7', 0.02211503089806427]","['5f3e7d8c2c7cdb6a2a0d30278d7217c8c2023548', 0.019546995369412488]"
1179,"['560a56b5f05b96eb4ecdf0f790ef005cc3f43604', 0.039867290199181206]","['658c20dae345d21efd5e8ae6c6e550f9fd2ac9c4', 0.09839595137155425]","['faceff1014a898562ff74d68bbeb43552780d946', 0.0801413903127165]"
1180,"['4f39b86a8fd29edf8abcb4e0f0629e697f997c7c', 0.0069600927555270396]","['b0c52ac32c5dca15ab795b1aa5f1a1a745566321', 0.01580224556931397]","['fb3b7012fa5036af3cb9dd290ba75662e24f8538', 0.023322832843849894]"
1181,"['5d2d1c55f5e84a3faa918d9998483006ae14ce9d', 0.03323718607475385]","['c0910f04ae653809923bacf7359a8b5b630aeead', 0.014079658469693893]","['f6e75d5cbb485c3b84979cd4e487cdb91564213b', 0.045659037026201374]"
1182,"['c3a5531dc31a9dc64d11d9729e57e8762deb3900', 0.006770375848702911]","['d82d4f771e2b06b0d859ce4c924be87cc92965e9', 0.006691491611826843]","['ecce8a95264c8acf889a38c07ddd7a4c041ff0d7', 0.012276690357210164]"
1183,"['a3225ac0d3fd9be209785d07fb76dc3145b9f9ca', 0.04409638055749694]","['d74bc5a14159fa20c990959e25156cb245b0a33d', 0.05201636747877907]","['d92300645b3543ca32fab7159227f4679e6d3724', 0.04503367871368002]"
1184,"['9eecf162005956c867f1c2a4f24bea31d71fca41', 0.034342636507895895]","['d9e53f86e119a33fe8bf07a7a79f6a70885e132a', 0.0024325971400353166]","['f6561bfcf39b5d3377bb5c69a4079b3249e51698', 0.025622824363542306]"
1185,"['0168c7a61f89ef2dcaf6e501daec27d0e8fd4241', 0.020936383783509267]","['7b9c1a0a9fc68b93e447a604812ddd48f0936d4e', 0.046521029992831434]","['ddd4351ed14f704c4b58c24ea11d828d869cd336', 0.017325975884420797]"
1186,"['0f07f748d9afdd3a4a3d0e6f1de80d0df83116bb', 0.06426653224234724]","['aeb3e3c9b7f68348ceaadd7196a3818b73042b8a', 0.04045517484334313]","['f3596f6e477251b0da965fe966fe288248282d38', 0.04000940179561365]"
1187,"['3a8f3bee85079567006ecd9638c0dc18f57e2325', 0.13681163995633416]","['6cc646a079ab163ca0dd1a9b995493ed34cf8eb2', 0.1634559019438841]","['f1eb0b0ea641836f4742be71d9b24701aaa17907', 0.1636193780955451]"
1188,"['72eca665ea9b1a2f5897df07ef6e8f4292b75e5a', 0.006020847356061762]","['8855390e0e7da5642af1ab737901dbf67180537a', 0.012422024624819799]","['c60f5d004128deb171c01a96d69c8902a10f24a6', 0.01945714561890523]"
1189,"['4a1ad127057ab497da392149d782471dd28d60cf', 0.01265941477235133]","['b3e76f5b5c4491bc479127abf8da1d361778e2a2', 0.005008253657330836]","['ed1b18e248c7270af79ddd58c2e740237f4cb257', 0.001826262547865827]"
1190,"['4ab8d481615d01ed0dffaf9ee4c0158723c4d381', 0.04613791576908325]","['c88584a0bf70329a03dde74ac3e1c80dfd8c52c8', 0.03017508675711671]","['e8c02405120d574da3a93556c95d70cc116ff5ed', 0.05960908454344213]"
1191,"['260c5426932ba09da2088e10c5e4669c6e576cf6', 0.013010168177286157]","['5967186ff343cacd14bffcdafcac9c4a8d446540', 0.039586220017178875]","['b1431797204f5db746aa3908668e5ccfaa573b9c', 0.00140034303080564]"
1192,"['1c069142cce72b4d53d75a9d2c88e2aaac3ff8f8', 5.8866956463429286e-05]","['7c32aa5724954433000d3ccb91b9eeb6a163ef46', 0.00919571388501915]","['947e4e100875fae7a4d05aeef485d59b9e8d9ae4', 0.006097125084457068]"
1193,"['2bc5841ba7d37f3908ecba529d7e060721f47bff', 0.04800133191228372]","['5b76eb91d1f8de4c941b0674bef8fe825ebfca2b', 0.005491465298311601]","['a2b5d3e9a8083e56a7fa0f7bc414c25fd3e636b8', 0.03441957606525186]"
1194,"['4787346737dc4adf40f60baff5e23a257b5e110b', 0.022033086455543752]","['c5f4ed76a6ae8375a3c54d9b6e2b4136c478f0af', 0.009727372395155516]","['d9ec15638d96293b13a1b7cdd4224e437ba57d35', 0.05340419816407339]"
1195,"['63c58497d68fdfaf8665dd882d57a0371a6d24a8', 0.13053092863615753]","['945366bdf828c573f3d301fbfd2366450159a78e', 0.1697357008603193]","['b1453dd52ed600425ca658d672e30d0c780c5a9f', 0.003133830971563347]"
1196,"['e18ff4779075a9c1fd9e539d9d7f7ec8a6d544c3', 0.027320756513027084]","['e7da4ed064541feb56ca152fd790285975d4286b', 0.01619700737981744]","['fe5ad1c552eb74cbdc4267311ec1c36faf101383', 0.0696011662067764]"
1197,"['82749963e1be63bd6b1c06fc254a562154ca98fb', 0.04068327402462978]","['b139ead8fcd0f740970a3c6ed5b66bd8cedb7952', 0.061861415042800766]","['c60f5d004128deb171c01a96d69c8902a10f24a6', 0.048445334179151596]"
1198,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
1199,"['7f82eff9e24d0414b738dd757e8edb8fe9341a1e', 0.006830151187824592]","['cfb7f3c22cbf4bfd76beff7c281f475d152e458d', 0.12432375034873021]","['d87aff9fe84154e1ed7c5dac10ee43589e763dcd', 0.007076529700436057]"
1200,"['07c7825525d705d9e3845d89d6b4a8562662c3a7', 0.007999126089159524]","['7e83a92f30b28cd034ea3f0bc195e308faacf9a0', 0.004903775495659709]","['f1c473b9ff7b2f3d024ca2d518824f69e07e1439', 0.0007632846097012707]"
1201,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0043094775829050575]","['a7776a340c8f400169c4d920ff050540871bae85', 0.0033387235593213597]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0004885289063218776]"
1202,"['23b383702ce270a1582db91b509dd0a3378bf381', 0.002138348692174732]","['293bb3ea273d01f720b53eef35ea9bc5c07da8b9', 0.001448291068450109]","['d955b01d505b4e3bcd07b10a98f8aa7b013c213b', 0.0012641582792377616]"
1203,"['193e0e1828a6d990beb061ee5c0dccb00607065c', 0.0012097635956744004]","['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0005063950524900416]","['a7776a340c8f400169c4d920ff050540871bae85', 0.002196486730062201]"
1204,"['179152862b8bb11f98ddf89cfef74a0c59018b12', 0.7282672082098899]","['5d8750e1fef21aaa0c2917d052e649dade6fad03', 0.7529672183682087]","['c9b0cb0fc6548840e6e08bc454a8a9b410e725ca', 0.7803361356490535]"
1205,"['b20cc08f55285e4021628a05959e4020bb4777fc', 0.022712691208456644]","['c991a0a1c3a8cf0b3a39d19aa56e505e1f8165ac', 0.021081131554080746]","['fe2b1c770371a98970e4ec4021726817cf958b3b', 0.024545021867030663]"
1206,"['69f470d1d6ca6198460c5afb979e85dd435a2b47', 0.1131343965298312]","['6a5c2e417800975db2afd910ac96e1b4742c3923', 0.12244132720270204]","['f2f5969651f1132c176eb6a3bf00029273006ef3', 0.012577173415810045]"
1207,"['69f470d1d6ca6198460c5afb979e85dd435a2b47', 0.10581003750059842]","['6a5c2e417800975db2afd910ac96e1b4742c3923', 0.12388321087399987]","['f2f5969651f1132c176eb6a3bf00029273006ef3', 0.006894056954845527]"
1208,"['3ec9815ffd5bd31001ea9f5782e65ff6a1a03523', 0.038216544671522926]","['4ccca22682019f2da1e07a1a4494266fbcf7d1e5', 0.014817653701625709]","['dba184d5769ffd2ed44c76668bc9af1dd480e465', 0.025607364748448717]"
1209,"['b652b6013908ac76ceff29cc8d7266b52a24a766', 0.008514642504420451]","['c19c2f4dbc3681fa8ef039fc8322b47ba5f73824', 0.008514642504420451]","['e49f84f7a39ea27d2d995f4a23f640dc0ae121c5', 0.015253014915898477]"
1210,"['1fc31d8cc2db617f31fcc218f47e3dd727610727', 0.13449747538111148]","['cf5f3d5f982d20bd4c3ba0aab39ca90e3f995212', 0.1383192309713573]","['f5aa5a924182b473e84a2330023d14e01567d623', 0.09423844515993947]"
1211,"['129b893e9fd46a9f54cebe986fb59cb95548ec03', 0.4162818116945846]","['945366bdf828c573f3d301fbfd2366450159a78e', 0.17889741561912276]","['b1453dd52ed600425ca658d672e30d0c780c5a9f', 0.47118075858279246]"
1212,"['05db6a40c9828e33b273a834a1d01096b1b2235c', 0.0007466531420663861]","['e8bb8d98ea2861207b798183ae1a7a849a7b6d6c', 0.0028879833692125787]","['ff9503e43f80344a543780055015ac6856b20d1b', 0.0013413032890407163]"
1213,"['224512f5c1dd10c66f571ebb9771442f5caba5d7', 0.05960244236427446]","['81de622a9b7bb363f146f2b857446fa5e77c83cb', 0.0005844553692648215]","['d5b271f7ccb8512abef7e3692aab7105ee09afb7', 0.15661725521211717]"
1214,"['14b3397584208befb426aecfbe3fe0d65278e9b2', 0.014310111077277147]","['21423103e39bdafab872cf8a98c1700088a5e391', 0.025163698203389102]","['f24e437bf5f2afdef290bc8b55799f1ce44d9ce4', 0.015847615506344975]"
1215,"['3dc2dcaac37c409832a12b68e654284bb8be1ed9', 0.014643978015428114]","['9eecf162005956c867f1c2a4f24bea31d71fca41', 0.016596682932573593]","['f6561bfcf39b5d3377bb5c69a4079b3249e51698', 0.011037826198954432]"
1216,"['1266712a0df5f60596d480c5c0646e211a115229', 0.07371860589322224]","['37d1fbe18d6443e6be52f6ade3251b3395db39fe', 0.050144360546403956]","['f3bf3f7b54515b859ecb3d519001b39afec118f2', 0.036640763646427064]"
1217,"['02a38b1acc34ad856f806ece03dfd269a7314775', 0.0115957538783523]","['3830e2992502111c4c0728594ffa3d8a5e327afd', 0.023615434068495034]","['7d92f8009b9ce26bbd1a8a063d31862a464b66ed', 0.027472753813484865]"
1218,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
1219,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021468073752074824]","['a7776a340c8f400169c4d920ff050540871bae85', 0.004291985015865278]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0039643878059138745]"
1220,"['179152862b8bb11f98ddf89cfef74a0c59018b12', 0.009847255419239071]","['5d8750e1fef21aaa0c2917d052e649dade6fad03', 0.015254676314389596]","['63a6af08989034e03d6bfa23c91487b26c644dce', 0.025191655826751893]"
1221,"['4549b3273ba561a4e251e7b26dfb0e9de72b293e', 0.019989827019139927]","['e682e8355025c0877467b1960424c66f0487baf4', 0.029564288668579377]","['e7a26d6307015a373456ee8132f0f4c90cef0252', 0.09179367608854616]"
1222,"['8a228bfdd1c11653f558bff21bcfa31630ec9ea7', 0.001643056462734105]","['a1b3a22f2f3c62e5c3c00d249dccf793c7911d78', 0.12727075128525328]","['c35f3717579c1a27d188fef46faae8c010137e0b', 0.06376482644390985]"
1223,"['0452156744ab58b0aadd0c2bcd14aee8630cf309', 0.06894237518877806]","['bb8606391bb8265f008dd9876adbde99739904fb', 0.030848733836122768]","['e0ff27b4ff9b533eafa4462269355aa29839e117', 0.21058489265430402]"
1224,"['04737db628bfc0e294c1255e24e5f2a1e5bc3eb4', 0.013508754021119469]","['1e487273269bbb805529587e682c362574ddc20c', 0.027653675880961338]","['9c97614dc1f9a0c6d8e4c02420e275c0b5fb1ae1', 0.06863101407243398]"
1225,"['2f4f568f5d7f1bb7b1b350c7fc9c28497bc5c627', 0.025493118617391064]","['9c97614dc1f9a0c6d8e4c02420e275c0b5fb1ae1', 0.09830042957139742]","['cf44a8049b67391cf849c7877d1417022f5a7677', 0.016001388454438954]"
1226,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.018865382024058183]","['3cf7aaffa20e10a56756a972c55ca0c84bfcafdc', 0.009303968325596287]","['6af5c454bdb6b42ff3f06104419adb865c0e5c73', 0.020920002084694952]"
1227,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.005533334885372848]","['6af5c454bdb6b42ff3f06104419adb865c0e5c73', 0.010365512628442732]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.005143376540278901]"
1228,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0027872840735621834]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003650737764368847]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.002039385168458855]"
1229,"['0c8687d366153faa16be3aec12066d68f64f08b4', 0.023752438384381742]","['33e275358214a2d6e3638a9bb09ef3c40a76261d', 0.04169222371237816]","['8dbece1ec62faba77046b35e1f18e85bdbec0de4', 0.04902357704772217]"
1230,"['6b354cd5fd19c71b7f40ce9ddb287d50e621ca43', 0.014310329073493708]","['c19c2f4dbc3681fa8ef039fc8322b47ba5f73824', 0.06345960869984539]","['e49f84f7a39ea27d2d995f4a23f640dc0ae121c5', 0.02847065233819094]"
1231,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
1232,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.002245208235923934]","['6af5c454bdb6b42ff3f06104419adb865c0e5c73', 0.012001968467250665]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.014389327218524556]"
1233,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.0029242224935853035]","['a7776a340c8f400169c4d920ff050540871bae85', 0.0027808102367844097]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0008103215437920619]"
1234,"['3033c1fa06f71bd8d3766bc83740ce73a89a9922', 0.02214644849695812]","['3e8fc2d296585c6c4a82b2a164e3f4fd93084e7e', 0.048650841951083164]","['69f412a1dc2a27b114542153badbc4267d759169', 0.01061693826687905]"
1235,"['37501be7a43f0b0fd46ffc6f8d950ef73f1b86c9', 0.03572921920275236]","['ae0933ef9bd5428a86cf0fbd93d1497795b8649b', 0.08519498506177511]","['c3cac0841cbbf3af3f04db69460e066274bf19c4', 0.0038871664065863367]"
1236,"['4549b3273ba561a4e251e7b26dfb0e9de72b293e', 0.020812361430308977]","['9fc0f94a15fc9221eb1a7a365510cfc93de01fcf', 0.06970507991548094]","['e7a26d6307015a373456ee8132f0f4c90cef0252', 0.005966483011671997]"
1237,"['193e0e1828a6d990beb061ee5c0dccb00607065c', 0.08347458236802763]","['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.06510812144345134]","['a7776a340c8f400169c4d920ff050540871bae85', 0.08349341446480213]"
1238,"['1e0828d63fbc468b0d6ef615a22cc0873f535070', 0.018548220960425243]","['230e4ae7cf5ef391a0ab099a686a8b5e9587eb69', 0.010101299525304542]","['45dceb5dd204bd65a9918e4c461e75815522cf35', 0.005198707116835738]"
1239,"['8a7ce9b3a2efac53f1d3d74748cef0200d79d8b8', 3.611520479718637e-05]","['a44af45c8912d495f0c8f8790c5ea8c9df9ea451', 3.611520479718637e-05]","['bf12d433531ae6523e4e70fd1806c1d9212b1dc6', 0.007174076176298807]"
1240,"['367004b9084518989be018d0a5a474dcc5608a73', 0.01683645759731612]","['68bc3edbc3495747e7b7c322c88d807a0175100a', 0.07092759136313352]","['d9669bef1cc4f74494bed94cf5e324448c573221', 0.03338102987106199]"
1241,"['3dc2dcaac37c409832a12b68e654284bb8be1ed9', 0.005399417754658676]","['9eecf162005956c867f1c2a4f24bea31d71fca41', 0.02608491875808621]","['f6561bfcf39b5d3377bb5c69a4079b3249e51698', 0.03521507581143548]"
1242,"['17f17a5536f71aec4500896a3a3d5abb76340f6d', 0.06308318066586359]","['418e387f1c6f34a3a683b5fb5db4c12341c7dbce', 0.0635488351544909]","['d73b77971c7d738d0fef3a42f22e344e976343c8', 0.07552809267386731]"
1243,"['9aa0ffeb95a38224149e0ae4de506cb533e2c7a3', 0.05410657696410603]","['9ffab48c92c6e1dc3052fba152d0eb1a79c56da3', 0.018855407544454052]","['f24e437bf5f2afdef290bc8b55799f1ce44d9ce4', 0.07882966161239106]"
1244,"['20e1db2a6ba228d1340f95480a7ca2feb50928a8', 0.004094291678064621]","['ce44ebd0a07262e30789f0dedaf1b4a4aaa77b06', 0.01311975895007229]","['e6a7856c7108ea113e54103fff0dd3a5c7f2b235', 0.01648687424548568]"
1245,"['323a7e99c4b4d028ebdb8ae357184c1083c80111', 0.0007781928823944964]","['4285456e50aa19bd682e5edd9443618726c65676', 0.007178353877452237]","['561c8b43258703d5296767b5d3733e315f6b8b80', 0.0003440910180087121]"
1246,"['7aeffdf2d0df23fe6e19249f3bac65a36e07619b', 0.01217948716299]","['93be413fa842d5da2a9ffc062b2dbc27f7c0240d', 0.01749820096290824]","['b787c6eee10d15510c000b09320389c9fe24f3e3', 0.03756081126690011]"
1247,"['3cefb3a4b03126e5232b0df5cb5a102921797c97', 0.0006895709582037377]","['6a48efa504984bdbc8074aca406a67fc89f1f8d9', 0.013385349723244443]","['f4f48222f1458dc0030afbbd6a8d972504aa6ba5', 0.018198593263353446]"
1248,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
1249,"['2a79a1c1979f753796d8a7da9ea66c40440b29ed', 0.002465853257497887]","['655edb8af0e03cebf77b10bfa0ddb3b0c518b556', 0.0037791697353100145]","['ae78ec8cf2b931e2b83ee8ddb8b1d5a95af9eb74', 0.027709649191615275]"
